Kategorie;mainDetailNumber;Bild;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;Gesamt;description_long;product_photos;product_attributes
SEAWEED;PF0115CM030AV;nan;Ultra-Hydrating Hand Cream 30ml SEAWEED;3551780007118;30ml;4,75 €;9,50 €;12;6.0; 	28,50 € ;Die La Compagnie de Provence Algue Velours Hand Cream ist eine luxuriöse Handcreme mit frischem Duft. Die Handcreme Algue Velours von Compagnie de Provence schenkt den Händen mit Algen aus dem Mittelmeer und botanischen Ölen eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Die geschmeidige, seidige Textur zieht schnell ein, hinterlässt ein samtiges Finish und umhüllt die Hände mit einem frischen, zarten Duft. Dermatologisch getestet, mit 95% natürlichen Inhaltsstoffen, ultracremige Textur, hydratisiert, beruhigt und schützt, frischer und zarter Duft. Anwendung: Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ8aHa-5eZ7qYq9n3vKoGFyrFp55btfgnlGHVtRu4-u7IVN09ZaEjLY5T2XvTXAUKRZm2xFL7bUuXzKDI2zfkuy4hiu36tM&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR_x1JRMDDrXDHxdrEhlbL5iKgldYhIVCxxmyebIzvWaeRDtUZeH7KfqjZpNWIBYxzf7Zx_LZdZCGC7Xq7hGuUdk0myCLCr4w&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR3licBTGEhVXG2iWYA4tPzX2PXkluSjCC1J0g7fpQdCHKbJHgOU0K5zT6vx-t1uBEZnCDN67-UMmR-zP6dx9TYXe0vq8nShQ&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQAo37SEB--R01Oc1fEP-OsMHWYzAbiQweEKDKYhWvuSdlAVTygeEy_VLSVfaWjXTO7ccbYIp7Hwd3H2daCxmG8BcU9pVMkDg&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUR5Zbfmjg6JvtYJ30MsT4PRqekzgZfZz1Q3_VfMA7A9kCgeFr4qcLszyjxJc1sc027k3xhTJ_14taiY6FNNzbqg6aOqEhFQ&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR6mQOpRdXdONwM0_xT4-slGpVk5sZT95nSTUs_aqVeisju3XnNzorLLT315uCvUK8HHYAxYYdB8l-IIITUSqH9n2viZ7njtQ&usqp=CAE'];{'Inhaltsstoffe': 'Vitamin E, Sheabutter, Algen', 'Form': 'Creme'}
SEAWEED;PF0115SL300AV;nan;Liquid Soap Marseille 300ml SEAWEED;3551780009563;300 ml;11,00 €;22,00 €;6;3.0; 	33,00 € ;"Diese in einem Kessel nach traditionellen Methoden hergestellte Seife ist mit ""Filzalgen"" aus dem Mittelmeer und außergewöhnlichen botanischen Ölen aus der Provence angereichert. Sie reinigt sanft Hände und Körper und hilft, den Feuchtigkeitsgehalt der Haut zu erhalten. Die Seife erzeugt einen feinen, cremigen Schaum, der ein sofortiges Gefühl von Frische und Komfort vermittelt. Ohne Farbstoffe und tierische Fette. Biologisch abbaubare Formel. Frischer, zarter Duft, kreiert in Grasse.";['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRYnNTXcdwPbOTGtH07ENq_yqUEH0dKy4zuHEM-kS3_Hncdyg0J&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSJTvYVpuI4fwdcDjXJJa8pLcgz9VYFlGUF-ozdVMvHpZtzRt8&usqp=CAE'];
SEAWEED;PF0115SL500AV;nan;Liquid Soap Marseille 495ml SEAWEED;3551780007088;495ml;13,50 €;27,00 €;6;3.0; 	40,50 € ;Die Algue Velours Hydrating Liquid Soap der französischen Marke La Compagnie de Provence reinigt die Haut sanft und gründlich, ohne sie auszutrocknen. Sie wird nach einem traditionellen Verfahren durch die Verseifung in einem Kessel hergestellt. Die flüssigen Seifen sind reich an Glyzerin und enthalten 98 % natürliche Inhaltsstoffe. Es sind keine Farbstoffe, tierischen Fette oder synthetisch gewonnenen Tenside enthalten, wodurch die Seife auch zur Hautpflege von empfindlicher Haut geeignet ist. Die frische, zart duftende Formel ist mit einem hochwertigen Extrakt der Meeresalge angereichert. Er ist reich an Proteinen, essenziellen Aminosäuren, Mineralien und Lipiden und schützt vor schädlichen Umwelteinflüssen.Umweltfreundliche Seifen aus Frankreich Pflegende Pflanzenöle machen die Hautpflege mit der Algue Velours Hydrating Liquid Soap von La Compagnie de Provence zu einem einzigartigen Erlebnis. Die biologisch abbaubare Formel eignet sich auch zum häufigen Händewaschen, ohne die Haut auszutrocknen. In Verbindung mit Wasser entwickelt die Flüssigseife einen zarten, cremigen Schaum, der auf der Haut ein angenehm frisches Gefühl erzeugt. Die nachfüllbare Glasflasche mit Pumpspender ist recycelbar und sieht im Badezimmer oder in der Küche attraktiv aus.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT8RSgv-E4dVMXGPTP0DItcKZ8VPCWmpdp0zFKmRANhr3MDo6ZiBEN1hVIlvEzYrrVx1M3J_xT9at-sSog64sAECk5k5Jinjg&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-Nk2hOzv5xUxEm3vLZ5J2pn-XfPwd8WY0nSGKsuSuykn5bbGweJ0cK1EuOd6TB_N1pNmRGcvD7oCP93A0phX4rofUR4dX&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRQ9G9tKWgBBoW66OlwWRnK5bc8MsSyvh6UF39YC6s4snAu7DeUlnrqgBuj7IhTKgW-Z_UDYLVsAj_3hl4KGCpJy010j0-X&usqp=CAE'];
SEAWEED;PF0115SL01LAV;nan;Liquid Soap Marseille 1L SEAWEED;3551780007392;1000ml;18,00 €;36,00 €;6;nan; 	-     ;Die Seaweed Hydrating Liquid Soap kombiniert wertvolle Pflanzenöle aus der Provence mit „viltwier“ aus dem Mittelmeer. Das Ergebnis ist ein sehr feuchtigkeitsspendendes und pflegendes Produkt für Gesicht und Körper. Das Mittelmeer ist eine Schatztruhe voller Inhaltsstoffe, die für die Hautpflege geeignet sind. Tauchen Sie ein und entdecken Sie diese neue Kollektion von La Compagnie de Provence. Das Händewaschen ist ein einfacher, aber wesentlicher Bestandteil Ihrer Schönheitsroutine! Seit 30 Jahren hilft Ihnen Compagnie de Provence, Ihre Hände zu waschen und zu pflegen. Die flüssige Seife wird traditionell in einem Wasserkocher hergestellt. Kann verwendet werden, um die 300-ml- und 500-ml-Flaschen mehrmals zu füllen.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT8RSgv-E4dVMXGPTP0DItcKZ8VPCWmpdp0zFKmRANhr3MDo6ZiBEN1hVIlvEzYrrVx1M3J_xT9at-sSog64sAECk5k5Jinjg&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ7BgJUOQmFVl-7mqE0M0TZom-N0kQIkHsLyy_2n7xtXZnyTR462w7sBEKdhCl-ohOhHmhGiUyKjJ4lIHjxf9d-MGjzgeHoTw&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSsRnHwfW9mq7IqoNIljTzAFh_CHAuYWfowzyR5epkmk2G2bICvK9-jwT5XCFT61jB4gW76Nb4Gjsru7k5Qg873OU_QthXA&usqp=CAE'];
SEAWEED;PF0115SL03LAV;nan;"Liquid Soap Marseille 3L Refill SEAWEED(Wird erst auf Anfrage bestellt)";3551780009716;3 L;42,50 €;85,00 €;3;nan; 	-     ;Die La Compagnie de Provence Algue Velours Hydrating Liquid Soap hat einen neuen hochwirksamen Star-Wirkstoff: die Meeresalge, die in Südfrankreich gezüchtet wird. Reich an Proteinen, essenziellen Aminosäure, Mineralien und Lipiden spenden die Produkte viel Feuchtigkeit und schützen vor schädlichen Umwelteinflüssen. Die Meeresalge und weitere natürliche Inhaltsstoffe entfalten in Algue Velours ihre feuchtigkeitsspendende und schützende Power. Reinigung, Bodycare und Handcreme sind Made in France und gefallen dank ihrer seidigen Texturen und umhüllen die Haut mit einem frischen, zarten Duft.Vorteile- Ultra-feuchtigkeitsspendend- Umweltfreundliche Eigenschaften- Pflegende und weichmachende Pflanzenöle- Zarter Duft Anwendung: Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;['https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ6iTMyl43quzXFVlwcdDGMraKh0p-_NbpfV8cOatVCXO9qhBW5XJb-HAtFkW-WSoeLzaJ-nqzkG4r__Jo1Rd7x5O-FZCpBrw&usqp=CAE'];{'Eigenschaften': 'Feuchtigkeitsspendend'}
E X T R A  P U R;PF0101SL500EX;nan;Liquid Soap Marseille 495ml ;3551780004483;495 ml;15,50 €;31,00 €;6;3.0; 	46,50 € ;Compagnie De Provence Peeling-Flüssigseife - Funkelnde Zitrusfrüchte Sonnig und fröhlich, dieses Parfüm mit funkelnden Zitrusnoten ist ein echter Hauch von Optimismus Es reinigt und peelt Körper und Hände mit einer einzigen Geste Die Marseille-Peeling-Flüssigseife bietet ein sanftes Peeling für Körper und Hände dank ihrer im Mittelmeerraum geernteten Olivenkerne. Diese Seife mit 98% Inhaltsstoffen natürlichen Ursprungs wird nach alter Art im Kessel in reinster Tradition aus pflanzlichen Ölen hergestellt. Sonnig und fröhlich, sein Duft ist ein echter Hauch von Optimismus und hinterlässt einen zarten Duft mit prickelnden Zitrusnoten auf der Haut. Außerdem werden die recycelten Peelingkörner aus Olivenkernen gewonnen, die für die Olivenölgewinnung verwendet werden, und tragen somit zur Verwertung von Olivenabfällen bei. Ergebnis Seine regelmäßige Anwendung gibt der Haut Geschmeidigkeit, Komfort und Ausstrahlung zurück.** Selbsteinschätzungstest an 20 Freiwilligen für 14 Tage Behandlungsritual In kreisenden Massagen auf zuvor angefeuchtete Hände und Körper auftragen. Anschließend gründlich ausspülen. Die feinen Körner dieses Peelings ermöglichen eine tägliche Anwendung. Zur Ergänzung unserer Handcremes und Body Moisturizer für schöne weiche Haut und bessere Wirksamkeit Ihrer Pflegeprodukte. Äußere Verwendung. Den Kontakt mit den Augen vermeiden. Bei Kontakt gründlich mit Wasser abspülen. INCI Aqua (Wasser), Potassium Cocoate, Xanthan Gum, Glycerin, Olea Europaea (Olive) Seeds Powder, Parfüm (Duft), Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool , Citral. Format 300ml Flasche, mit Spender.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQsKYphONfIovukbg5OSOf3quPHWYOOFk0Yv2bBoV1Pc6e96m7xtZBULHaabFQPMoKeOaMzOCsIzXaPYZe0i0L04gtZtmswPw&usqp=CAE'];{'Eigenschaften': 'Feuchtigkeitsspendend'}
E X T R A  P U R;PF0101SL300EX;nan;Liquid Soap Marseille 300ml PET;3551780005367;300 ml;12,00 €;24,00 €;6;3.0;nan;Die feinen Peeling Seifen aus dem französischen Kosmetikhaus La Compagnie de Provence wie die Liquid Exfoliant Soap Argumes Pétillants entfernen alle Verschmutzungen von der Haut sehr gründlich. Während der Reinigung lösen gemahlene Olivensamen auch die abgestorbenen Hautschüppchen ab. Die exklusiv vom Kosmetiklabel La Compagnie de Provence entwickelten Peeling Seifen minimieren raue Hautstellen deutlich sichtbar. Nach jedem Waschen erfreut die Haut mit einer seidigen Geschmeidigkeit. Zudem besteht das flüssige Peeling aus der handlichen Flasche zu rund 98 Prozent aus natürlichen Inhaltsstoffen wie botanischen Ölen. Daher lieben Damen mit sehr sensibler Haut dieses reinigende Pflegeprodukt.Liquid Exfoliant Soap Argumes Pétillants für die intensive Reinigung perfekt gepflegter Hände Wie alle Peeling Seifen für die tägliche Reinigung des berühmten Kosmetiklabels aus der Provence wird auch die Flüssigseife mit der zitrischen Note durch die Verseifung in einem Kessel hergestellt. Schon bei der Entnahme einer Portion Liquid Exfoliant Soap Argumes Pétillants aus dem optisch ansprechend designten Pumpspender verströmt ein verführerischer Duft nach erfrischenden Zitrusnoten. Diese prickelnden Duftnuancen bleiben nach dem Waschen lange auf der Haut haften. Die praktische Flasche von La Compagnie de Provence findet sowohl auf der Ablage des Waschbeckens als auch auf dem Rand der Badewanne ihren festen Platz.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSer-7wWDnYCgAnS8LwP-avQGEYFBoPYS72lU_ZFNZR1XZ6qT4HMTNfCzdLmoElCD8GAnDms_5_0vT-jugc5lVFIE8lOcSm&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSFTDFpIoMcuN6Jsw9CYkm49NgyW4MnRuCQXkxnhEeiJv74qWBQSJoRY2bWzN5b-dWrV1pDg-iC42-xzFtVJeuOM7AH5FxE&usqp=CAE'];{'Eigenschaften': 'Peelingwirkung, Empfindliche Haut', 'Inhaltsstoff': 'Mandelöl, Kokosnuss, Citrus', 'Anwender': 'Damen'}
E X T R A  P U R;PF0101SL03LEX;nan;"Exfoliating Liquid Soap Marseille 3L Refill(Wird erst auf Anfrage bestellt)";3551780009709;3 L;45,00 €;90,00 €;3;nan; 	-     ;Die La Compagnie de Provence Liquid Exfoliating Soap ist eine innovative Peeling-Seife mit belebendem Duft. Sie wurde entwickelt, um Körper und Hände in nur einem Schritt zu reinigen und zu peelen - für eine seidig weiche Haut mit natürlicher Ausstrahlungskraft. Die Peeling-Flüssigseife mit 98 % natürlichen Inhaltsstoffen sorgt dank fein gemahlener Olivensamen, die im Mittelmeerraum geerntet werden, für ein sanftes Peeling und hinterlässt mit funkelnden Zitrusnoten eine zart duftende Haut. Mit den restlichen 2 % der Zutaten gewährleistet Compagnie de Provence die sensorische Textur und die optimale Haltbarkeit der reichhaltigen Formel. Die Exfoliating Liquid Marseille Soap beschreitet neue Wege und bleibt dabei den bewährten Techniken treu: Nach alter Tradition wird die Flüssigseife durch die Verseifung mit botanischen Ölen in einem Kessel hergestellt. Mehr zu diesem Produkt Peeling-Flüssigseife mit 98 % natürlichen Inhaltsstoffen sanftes Peeling mit fein gemahlenen Olivensamen seidige Geschmeidigkeit & natürliche Ausstrahlung funkelnde Zitrusnoten für die tägliche Anwendung praktische Pumpflasche. Anwendung: Auf die Hände und den Körper auftragen und mit kreisenden Bewegungen auf die feuchte Haut auftragen. Die Seife hilft, die Wirksamkeit einer anschließend aufgetragenen Feuchtigkeitscreme oder eines Balms zu erhöhen. Für seidig weiche Haut, in Verbindung mit unseren feuchtigkeitsspendenden Handcremes und Körpercremes der Compagnie de Provence.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRQYpBmTiTTuT70jLZt32C37oyrFczg_ihtX7qykxvth-f0uGw_RQdzMUau1mHYhkM07t3PEKC0jmDHT_VwFMnULhptoMaa7A&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
FLÜSSIGSEIFE;PF0101SL300RV;nan;Liquid Soap Marseille 300ml REVITALIZING ROSEMARY ;3551780007729;300ml;9,00 €;18,00 €;6;3.0; 	27,00 € ;Made in Frankreich. Zone: körper. Flüssig. Funktion: gesichtsreiniger. Neu mit Designerverpackung. Nützliche informationen: vermeiden sie den kontakt mit den augen;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTglyagwmJBYspKbAn8d1AqtTPseGlFq-P4u93EkYyvHBcFiqyFO_8wDtBVn056M9QnxL-ulwb7CT83T6-pfP5rMlBqWCks&usqp=CAE'];
FLÜSSIGSEIFE;PF0101SL300ME;nan;Liquid Soap Marseille 300ml MEDITERRANEAN SEA;3551780000263;300ml;9,00 €;18,00 €;6;3.0; 	27,00 € ;Die Compagnie de Provence Liquid Marseille Soap Mediterranean Sea wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Mediterranean Sea Mit dem frischen Duft des Mittelmeers Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRcqwB3j-EcUZHnE65wX_yZDlqXh5wDdSgd5j0Gj7IktxHGjXtEPkN5b4OHlfokeWElT5nmYisb77_IJy0B82mTzZt-T2QB&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQJ9ziTd2Poo5GbyudvuRmPBrZz-g7Ba5Mdwc7tPg9ts2rqK5axiuTPx8j0OTA73VlMs6Pl3gi7cYLNx21O1bJWkc9MQO4YcQ&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRb1pQSewYT6nRqR2Flm4gzp1Wm6Psih4k7KIOufHLaviIWUQVp9ILFNGk18Ww12SoKj5pdCyT3T5aGZea9DSx3PP5vbk96&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTFjpB91UG6dog6QElP9HqOrpTlDO9aV4YavRjH_5FabCrPK0UTrA8qi2JpdpYT2U-fGmy1h2WZ3RpDokP1gcnyQ9YEAw9Nvw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR2IJm48sWcRW3yPM99xcDJ5_uweSRAaTiOUAWC2y8jYtZ_VMTIJZpyp48IULVc7C6TF-4Xr78VvZmRrFrSre4abXDBTEpXDQ&usqp=CAE'];{'Eigenschaften': 'Feuchtigkeitsspendend'}
FLÜSSIGSEIFE;PF0101SL300LA;nan;Liquid Soap Marseille 300ml AROMATIC LAVENDER;3551780000256;300ml;9,00 €;18,00 €;6;3.0; 	27,00 € ;Die Compagnie de Provence Liquid Marseille Soap Aromatic Lavender wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Aromatic Lavender Mit dem aromatischen Duft von Lavendel Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRgm7A0acY6uIAmRjK1H0Ni3Vf7rsWAVNk5hWo7FZv7fsSgTHtYeulWhbRegOx4qFFphk9zi55I4oXTL0IFZRtexCVnENDBtw&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTEzLyTQ_J7ypWltHQdddDD3htms3c48qDhvGbbsl4tjoT3SL5f-kXSNjekxvqEyxhD3U33_1o7ksn5UYOZ3VCbHq984QH7&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRLgZevQC4Z2ciHlHUvIpjZC3WVsFDuX6_cNC75XSK2PNhFYJ4uQYYGj_s_UiSAiEBC9v4ZPUuZxerJSeBZ_mb_uKHf4vDA&usqp=CAE'];{'Eigenschaften': 'Feuchtigkeitsspendend'}
FLÜSSIGSEIFE;PF0101SL300FI;nan;Liquid Soap Marseille 300ml FIG OF PROVENCE;3551780000232;300ml;9,00 €;18,00 €;6;3.0; 	27,00 € ;Die nach traditionellen Methoden gefertigte Liquid Marseille Soap Fig of Provence von La Compagnie de Provence zhlt zu den Flssigseifen der besonderen Art. Die Flssigseife ist mit verschiedenen len angereichert und berzeugt gleichzeitig mit einer sen, fruchtigen Note nach frischer Feige. Zu den Inhaltsstoffen zhlt zum Beispiel feines Smandell aus der Provence, das die Haut vor dem Austrocknen schtzt. Kokosl aus getrocknetem Fruchtfleisch sorgt fr eine cremige Textur und wirkt pflegend und schtzend. Das verwendete Traubenkernl ist reich an Omega-6-Suren und schtzt die Haut der Hnde vor vorzeitiger Alterung.Flssigseifen aus der Provence zur nachhaltigen Reinigung und PflegeDie Liquid Marseille Soap Fig of Provence wird von La Compagnie de Provence in einer praktischen PET-Pumpflasche prsentiert, die nachfllbar ist. Fr die Reinigung der Hnde sind ein oder zwei Pumpste ausreichend. Die Flssigseife bildet in Verbindung mit lauwarmem Wasser einen feinen Schaum, der herrlich s duftet. Die Handseife ist auch fr die tgliche Krperpflege geeignet. Die Liquid Marseille Soap Fig of Provence von La Compagnie de Provence besteht zu mindestens 95 Prozent aus natrlichen Inhaltsstoffen. Die Flssigseife ist fr alle normalen Hauttypen geeignet.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTLH9QMYmn5ZvHVQz7BLlfQcwwHYfC3jOefJX3fYWfkqc0EQmnE4MZffoNttvcoSu9U96q5m3W0KDIVQZlWfVGwOC7-Zx-3_Q&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRFen1R_XdPlbEHQWNBCEUxEuRPMBLrCdEIA2gKxjgaGu5QwhRRZsptOY082XYtiIxuRsgkZRYjKabDl5I7jd4GbbOzPZnNVQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRhfEalmACVQCs9VW8xdG7lzzHnStxICEWym2uYEUYF84nHqcY8iRAPPnjQrq_Im_wFLg_NEKDeCCEbXoaI2Vx5knUglyio9w&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE'];
